"unigram","bigram","freq"
"popping","by",2
"poppy","seeds",2
"popular","as",2
"popular","culture",2
"popular","in",2
"popularity","of",2
"populated","by",2
"population","and",2
"population","is",2
"population","that",2
"population","the",2
"porch","one",2
"pork","with",2
"port","of",2
"porta","coeli",2
"portland","and",2
"portland","is",2
"portland","or",2
"portland","public",2
"portland","the",2
"portraying","the",2
"posed","as",2
"poses","from",2
"position","as",2
"position","on",2
"position","the",2
"position","within",2
"positions","at",2
"positions","of",2
"positive","comments",2
"positive","developments",2
"positive","positive",2
"positive","thoughts",2
"positively","on",2
"possibilities","and",2
"possibilities","that",2
"possibility","that",2
"possibility","to",2
"possible","i",2
"possibly","can",2
"post","i",2
"post","is",2
"post","today",2
"post","will",2
"posted","to",2
"posting","a",2
"posting","something",2
"posts","a",2
"posts","are",2
"posts","im",2
"pot","i",2
"potent","sex",2
"potential","the",2
"potential","to",2
"potentially","moving",2
"pound","for",2
"pound","in",2
"pound","of",2
"pounding","and",2
"pounds","the",2
"pour","into",2
"pour","over",2
"powder","and",2
"power","as",2
"power","back",2
"power","but",2
"power","may",2
"power","thing",2
"power","when",2
"power","you",2
"powerful","the",2
"pptpltpsstp","server",2
"practical","guide",2
"practice","at",2
"practice","it",2
"practice","this",2
"practice","to",2
"practiced","on",2
"pray","that",2
"prayer","for",2
"prayer","of",2
"praying","for",2
"preceded","by",2
"preceded","in",2
"precious","lives",2
"prefer","to",2
"preference","that",2
"preferred","the",2
"pregnant","with",2
"pregnant","woman",2
"pregnant","women",2
"premade","and",2
"premium","but",2
"premiums","and",2
"prep","for",2
"prepare","a",2
"prepare","her",2
"prepared","statement",2
"preschool","teacher",2
"present","and",2
"present","our",2
"present","their",2
"present","to",2
"presentation","and",2
"presentation","is",2
"presentations","and",2
"presented","a",2
"presented","by",2
"presented","his",2
"presented","the",2
"presented","with",2
"presents","a",2
"preserve","the",2
"preserve","their",2
"president","as",2
"president","for",2
"president","he",2
"president","in",2
"president","pro",2
"president","this",2
"presidential","hopeful",2
"presidential","primaries",2
"presidential","run",2
"press","club",2
"press","room",2
"press","the",2
"pressure","and",2
"pressure","from",2
"pressure","is",2
"pressure","of",2
"pressure","the",2
"pressures","of",2
"presumably","because",2
"presumption","of",2
"pretend","that",2
"pretend","this",2
"pretended","to",2
"pretending","to",2
"pretty","but",2
"pretty","close",2
"pretty","deep",2
"pretty","i",2
"pretty","please",2
"pretty","rooms",2
"prevent","him",2
"preview","of",2
"previous","post",2
"price","in",2
"price","to",2
"prices","and",2
"prices","at",2
"prices","rose",2
"prices","up",2
"prices","were",2
"pride","of",2
"primarily","a",2
"primarily","from",2
"primary","school",2
"prime","is",2
"principal","and",2
"print","circulation",2
"print","the",2
"priority","for",2
"prison","but",2
"prison","fellowship",2
"prison","sentence",2
"prison","term",2
"prisons","they",2
"privacy","and",2
"private","entity",2
"privatesector","union",2
"privatizing","the",2
"prize","in",2
"pro","bowl",2
"pro","bowler",2
"pro","tem",2
"proactive","eat",2
"probably","all",2
"probably","at",2
"probably","do",2
"probably","doing",2
"probably","never",2
"probably","should",2
"probably","use",2
"probably","wondering",2
"probation","for",2
"probation","ordered",2
"problem","from",2
"problem","he",2
"problem","i",2
"problem","they",2
"problem","was",2
"problems","i",2
"problems","is",2
"problems","which",2
"procedures","and",2
"procedures","were",2
"proceed","to",2
"proceeds","benefit",2
"process","as",2
"process","he",2
"process","she",2
"process","so",2
"process","they",2
"process","while",2
"procrastinating","pete",2
"produce","and",2
"produced","a",2
"produced","and",2
"produces","more",2
"product","we",2
"production","has",2
"production","on",2
"production","will",2
"productivity","in",2
"products","for",2
"products","made",2
"products","on",2
"products","that",2
"professional","and",2
"professor","in",2
"professors","that",2
"profile","and",2
"profit","guidance",2
"profit","in",2
"profit","margins",2
"profits","from",2
"profound","the",2
"program","at",2
"program","has",2
"program","including",2
"program","will",2
"programmes","designed",2
"programs","at",2
"programs","but",2
"programs","like",2
"programs","the",2
"programs","we",2
"progress","in",2
"progress","of",2
"progress","on",2
"progresses","and",2
"prohibition","effectively",2
"project","and",2
"project","at",2
"project","for",2
"project","has",2
"project","in",2
"project","involves",2
"project","was",2
"project","would",2
"projections","for",2
"projects","of",2
"projects","the",2
"prolific","scorer",2
"promise","but",2
"promise","of",2
"promote","an",2
"promoted","by",2
"promoted","the",2
"prompted","the",2
"proof","of",2
"proof","the",2
"properties","are",2
"properties","to",2
"property","taxes",2
"property","was",2
"proposal","but",2
"proposals","on",2
"proposals","to",2
"proposed","budget",2
"proposed","increase",2
"proposed","percent",2
"propped","up",2
"prosecutors","allege",2
"prosecutors","office",2
"prostitution","similarly",2
"protagonist","in",2
"protagonist","into",2
"protect","consumers",2
"protect","our",2
"protect","themselves",2
"protected","from",2
"protecting","a",2
"protection","and",2
"protection","for",2
"protection","to",2
"protein","in",2
"protesters","were",2
"prove","that",2
"prove","to",2
"proven","track",2
"proves","to",2
"provide","children",2
"provide","for",2
"provide","you",2
"provided","a",2
"provided","as",2
"provided","for",2
"provided","more",2
"provided","the",2
"providing","them",2
"provision","of",2
"provisions","of",2
"provoke","me",2
"pryor","and",2
"psyched","for",2
"pub","grub",2
"public","but",2
"public","can",2
"public","comment",2
"public","disclosure",2
"public","domain",2
"public","from",2
"public","meeting",2
"public","on",2
"public","services",2
"public","speaking",2
"public","that",2
"public","transportation",2
"public","will",2
"publications","and",2
"publish","a",2
"publishamerica","was",2
"published","by",2
"published","so",2
"publishing","companies",2
"publishing","date",2
"puck","and",2
"pudding","into",2
"pujols","is",2
"pull","away",2
"pull","in",2
"pull","off",2
"pull","them",2
"pull","together",2
"pulled","away",2
"pulled","over",2
"pulled","the",2
"pulling","out",2
"pulpy","deal",2
"pumped","about",2
"pumpkin","ale",2
"punch","to",2
"punished","for",2
"punishment","but",2
"punk","rock",2
"puppy","bowl",2
"purchased","a",2
"purchased","from",2
"pure","a",2
"pure","and",2
"purpose","for",2
"purpose","that",2
"pursue","a",2
"pursue","their",2
"pursuit","of",2
"push","for",2
"push","me",2
"pushed","forward",2
"pushed","on",2
"pushed","through",2
"put","all",2
"put","back",2
"put","everything",2
"put","food",2
"put","his",2
"put","its",2
"put","these",2
"put","up",2
"put","you",2
"puts","her",2
"putting","my",2
"putting","some",2
"putting","them",2
"q","how",2
"q","is",2
"q","what",2
"q","will",2
"q","youve",2
"qn","is",2
"quail","hollow",2
"qualifies","for",2
"quality","that",2
"quality","time",2
"quarter","earnings",2
"quarter","the",2
"quarterback","ryan",2
"quarterbacks","coach",2
"quarters","and",2
"quashed","violence",2
"querying","while",2
"question","can",2
"question","in",2
"question","it",2
"question","that",2
"question","the",2
"question","was",2
"question","whether",2
"questioning","how",2
"questioning","the",2
"questions","are",2
"questions","for",2
"questions","later",2
"questions","the",2
"quick","check",2
"quick","question",2
"quick","turnaround",2
"quickly","as",2
"quickly","so",2
"quiet","down",2
"quiet","in",2
"quiet","moments",2
"quiet","she",2
"quinnipiac","poll",2
"quirky","little",2
"quite","like",2
"quite","often",2
"quite","possible",2
"quite","simply",2
"quite","so",2
"quite","some",2
"quote","to",2
"quoted","in",2
"r","for",2
"r","sc",2
"rabbits","and",2
"race","after",2
"race","im",2
"races","in",2
"races","to",2
"raceway","and",2
"racial","profiling",2
"racism","is",2
"racked","up",2
"radiant","heating",2
"radio","in",2
"radio","on",2
"radio","which",2
"rage","and",2
"rahim","pendamai",2
"rail","authority",2
"rain","but",2
"rain","from",2
"rain","sun",2
"rain","the",2
"rain","we",2
"rain","with",2
"raise","awareness",2
"raise","flood",2
"raise","funds",2
"raised","by",2
"raised","his",2
"raised","on",2
"raised","through",2
"raising","the",2
"raked","in",2
"ramsey","county",2
"ran","a",2
"ran","across",2
"ran","into",2
"ran","off",2
"ran","to",2
"ranch","and",2
"ranged","from",2
"ranks","of",2
"rapper","who",2
"rare","it",2
"rare","occasion",2
"rare","occurrence",2
"rarely","seen",2
"rat","pack",2
"rate","in",2
"rate","it",2
"rate","on",2
"rate","the",2
"rate","was",2
"rates","have",2
"rates","of",2
"rates","were",2
"rather","a",2
"rather","be",2
"rather","i",2
"rather","it",2
"rather","like",2
"rather","surprised",2
"ratings","on",2
"ratio","of",2
"rationalize","their",2
"rave","reviews",2
"ravi","was",2
"ray","hannikman",2
"rays","that",2
"razor","blade",2
"rd","and",2
"rd","in",2
"reaches","beyond",2
"reaches","of",2
"react","to",2
"react","when",2
"reaction","to",2
"read","all",2
"read","for",2
"read","if",2
"read","on",2
"read","some",2
"read","what",2
"readers","have",2
"readers","here",2
"readers","of",2
"reading","about",2
"reading","books",2
"reading","group",2
"reading","his",2
"reading","if",2
"reading","it",2
"reading","them",2
"reads","this",2
"real","ale",2
"real","cause",2
"real","deal",2
"real","difference",2
"real","problems",2
"real","qn",2
"real","question",2
"real","real",2
"real","reason",2
"real","skin",2
"real","the",2
"real","warm",2
"real","world",2
"realised","that",2
"realised","this",2
"realistic","to",2
"reality","its",2
"reality","television",2
"realize","how",2
"realize","is",2
"realize","they",2
"realize","was",2
"realize","you",2
"realize","your",2
"realized","how",2
"really","able",2
"really","am",2
"really","be",2
"really","big",2
"really","busy",2
"really","cares",2
"really","fast",2
"really","fun",2
"really","go",2
"really","going",2
"really","got",2
"really","happened",2
"really","hard",2
"really","hope",2
"really","into",2
"really","looked",2
"really","loved",2
"really","mean",2
"really","means",2
"really","my",2
"really","of",2
"really","proud",2
"really","quite",2
"really","see",2
"really","sure",2
"really","taste",2
"really","they",2
"really","tried",2
"really","using",2
"really","wanna",2
"really","wants",2
"really","was",2
"really","watch",2
"really","works",2
"really","would",2
"really","you",2
"reap","the",2
"reason","as",2
"reason","he",2
"reason","im",2
"reason","the",2
"reasons","not",2
"rebates","in",2
"rebuild","a",2
"recall","correctly",2
"receive","money",2
"receive","real",2
"receive","training",2
"received","by",2
"received","in",2
"received","was",2
"receiver","justin",2
"receivers","and",2
"receiving","from",2
"recent","days",2
"recently","as",2
"recently","completed",2
"recently","it",2
"recently","my",2
"recently","the",2
"recently","to",2
"recently","was",2
"reception","from",2
"recession","have",2
"recidivism","rates",2
"recipe","and",2
"recipe","in",2
"recipe","that",2
"recipe","to",2
"recipe","was",2
"recipes","i",2
"recipes","in",2
"recipients","of",2
"recline","to",2
"recognition","of",2
"recognize","and",2
"recognized","him",2
"recommend","it",2
"recommend","that",2
"recommended","a",2
"recommending","the",2
"recommends","that",2
"record","is",2
"record","million",2
"record","our",2
"record","shows",2
"record","that",2
"recording","of",2
"records","and",2
"records","it",2
"recount","the",2
"recovered","and",2
"recovering","from",2
"recovery","the",2
"recreation","facilities",2
"red","bull",2
"red","bulls",2
"red","flag",2
"red","nose",2
"red","velvet",2
"reduce","heat",2
"reduced","deaths",2
"reducing","the",2
"reduction","of",2
"references","to",2
"referring","them",2
"reflect","the",2
"refrain","from",2
"refrigerate","for",2
"refuge","in",2
"refuses","to",2
"regarded","as",2
"regional","park",2
"regions","are",2
"regions","as",2
"register","and",2
"registered","voters",2
"registered","with",2
"regret","later",2
"regularly","on",2
"regularly","scheduled",2
"regulated","state",2
"regulating","adult",2
"regulatory","commission",2
"reinvent","the",2
"reinvest","in",2
"relation","to",2
"relationship","i",2
"relationships","with",2
"relatively","small",2
"relaxed","and",2
"release","and",2
"release","from",2
"release","party",2
"release","today",2
"released","as",2
"released","by",2
"released","last",2
"released","the",2
"released","yesterday",2
"relief","and",2
"relieved","to",2
"religion","as",2
"religion","is",2
"relying","on",2
"remain","the",2
"remainder","of",2
"remaining","cup",2
"remaining","two",2
"remarkable","woman",2
"remarked","that",2
"remarks","to",2
"remember","a",2
"remember","every",2
"remember","getting",2
"remember","how",2
"remember","our",2
"remember","their",2
"remember","we",2
"remember","which",2
"remind","them",2
"reminder","of",2
"reminder","that",2
"reminders","of",2
"reminding","the",2
"reminds","us",2
"reminiscent","of",2
"removal","at",2
