"unigram","bigram","trigram","freq"
"the","two","are",2
"the","two","companies",2
"the","two","countries",2
"the","two","parts",2
"the","two","women",2
"the","unemployed","and",2
"the","united","nations",2
"the","universe","the",2
"the","university","and",2
"the","upcoming","school",2
"the","us","government",2
"the","us","military",2
"the","vast","majority",2
"the","vehicles","battery",2
"the","very","core",2
"the","very","next",2
"the","very","very",2
"the","vietnam","war",2
"the","vote","of",2
"the","waiting","room",2
"the","walker","ads",2
"the","wall","street",2
"the","walls","of",2
"the","water","he",2
"the","water","level",2
"the","way","around",2
"the","way","by",2
"the","way","home",2
"the","way","in",2
"the","way","its",2
"the","way","over",2
"the","way","she",2
"the","way","they",2
"the","ways","in",2
"the","weather","is",2
"the","web","address",2
"the","wedding","and",2
"the","week","the",2
"the","weekend","so",2
"the","wells","fargo",2
"the","west","and",2
"the","western","conference",2
"the","whole","dominion",2
"the","whole","of",2
"the","whole","piece",2
"the","whole","weekend",2
"the","width","of",2
"the","wild","turkey",2
"the","will","of",2
"the","window","seat",2
"the","windows","in",2
"the","winner","will",2
"the","wolverine","episode",2
"the","woman","in",2
"the","word","around",2
"the","words","and",2
"the","words","to",2
"the","work","that",2
"the","world","around",2
"the","world","ends",2
"the","world","health",2
"the","world","needs",2
"the","world","on",2
"the","world","the",2
"the","world","was",2
"the","world","will",2
"the","world","you",2
"the","worlds","most",2
"the","worst","of",2
"the","writers","of",2
"the","wrong","direction",2
"the","wrong","people",2
"the","wrong","side",2
"the","wrong","thing",2
"the","wrong","time",2
"the","wrong","way",2
"the","year","and",2
"the","year","award",2
"the","year","but",2
"the","year","progresses",2
"the","year","was",2
"the","years","to",2
"the","young","woman",2
"their","chance","to",2
"their","children","on",2
"their","counterparts","in",2
"their","differences","and",2
"their","faces","while",2
"their","family","members",2
"their","first","single",2
"their","hands","on",2
"their","health","care",2
"their","life","as",2
"their","names","in",2
"their","necks","and",2
"their","new","lives",2
"their","own","private",2
"their","own","way",2
"their","right","to",2
"their","rights","and",2
"their","way","of",2
"their","work","i",2
"them","a","bit",2
"them","a","few",2
"them","about","how",2
"them","all","together",2
"them","alone","for",2
"them","and","i",2
"them","at","least",2
"them","being","in",2
"them","down","they",2
"them","for","their",2
"them","he","was",2
"them","if","they",2
"them","in","a",2
"them","on","a",2
"them","on","your",2
"them","or","not",2
"them","that","they",2
"them","they","have",2
"them","to","have",2
"them","to","think",2
"them","to","your",2
"them","up","on",2
"themselves","from","the",2
"themselves","to","be",2
"then","add","the",2
"then","and","my",2
"then","back","to",2
"then","began","to",2
"then","click","on",2
"then","come","back",2
"then","decided","to",2
"then","go","to",2
"then","he","has",2
"then","i","am",2
"then","i","decided",2
"then","i","went",2
"then","there","are",2
"then","there","is",2
"then","there","were",2
"then","theres","always",2
"then","turn","around",2
"then","well","go",2
"then","you","are",2
"then","you","have",2
"then","you","must",2
"then","you","should",2
"thenchief","of","staff",2
"therapeutics","under","development",2
"there","a","number",2
"there","and","they",2
"there","appeared","to",2
"there","are","at",2
"there","are","concerns",2
"there","are","currently",2
"there","are","more",2
"there","are","numerous",2
"there","are","other",2
"there","are","plenty",2
"there","are","reasons",2
"there","are","so",2
"there","are","three",2
"there","are","ways",2
"there","be","a",2
"there","but","its",2
"there","but","we",2
"there","for","two",2
"there","for","us",2
"there","hasnt","been",2
"there","i","said",2
"there","is","absolutely",2
"there","is","even",2
"there","is","life",2
"there","is","love",2
"there","is","more",2
"there","is","none",2
"there","is","significant",2
"there","is","so",2
"there","is","too",2
"there","it","was",2
"there","must","be",2
"there","to","do",2
"there","was","definitely",2
"there","was","little",2
"there","was","more",2
"there","was","this",2
"there","wasnt","any",2
"there","were","great",2
"there","were","many",2
"there","were","so",2
"there","were","times",2
"there","were","two",2
"there","werent","many",2
"there","with","a",2
"there","wouldnt","be",2
"there","you","go",2
"therefore","essential","to",2
"theres","a","new",2
"theres","a","whole",2
"theres","definitely","a",2
"theres","no","doubt",2
"theres","no","mention",2
"these","days","and",2
"these","days","i",2
"these","days","the",2
"these","people","did",2
"these","photos","i",2
"these","things","and",2
"these","things","are",2
"these","were","all",2
"they","agreed","that",2
"they","are","also",2
"they","are","and",2
"they","are","as",2
"they","are","doing",2
"they","are","easy",2
"they","are","equal",2
"they","are","looking",2
"they","are","on",2
"they","are","so",2
"they","are","tiny",2
"they","are","trying",2
"they","arrived","at",2
"they","ask","if",2
"they","beheaded","him",2
"they","believe","that",2
"they","better","be",2
"they","came","back",2
"they","came","in",2
"they","can","also",2
"they","can","fly",2
"they","can","get",2
"they","can","have",2
"they","can","help",2
"they","can","live",2
"they","can","talk",2
"they","can","work",2
"they","claim","to",2
"they","come","and",2
"they","could","have",2
"they","could","not",2
"they","covered","their",2
"they","deal","with",2
"they","did","so",2
"they","do","it",2
"they","do","not",2
"they","do","the",2
"they","dont","believe",2
"they","dont","like",2
"they","end","up",2
"they","feel","like",2
"they","gave","me",2
"they","get","a",2
"they","got","the",2
"they","had","been",2
"they","had","built",2
"they","had","no",2
"they","have","all",2
"they","have","an",2
"they","have","made",2
"they","just","dont",2
"they","just","need",2
"they","know","the",2
"they","know","they",2
"they","like","to",2
"they","live","in",2
"they","look","at",2
"they","might","be",2
"they","not","only",2
"they","play","the",2
"they","really","are",2
"they","received","was",2
"they","said","the",2
"they","said","they",2
"they","say","they",2
"they","say","theyre",2
"they","seem","to",2
"they","should","have",2
"they","spent","their",2
"they","stepped","up",2
"they","think","its",2
"they","took","the",2
"they","trump","laws",2
"they","turned","out",2
"they","used","to",2
"they","wait","until",2
"they","want","the",2
"they","want","you",2
"they","watch","out",2
"they","were","a",2
"they","were","also",2
"they","were","both",2
"they","were","given",2
"they","were","here",2
"they","were","so",2
"they","were","told",2
"they","will","do",2
"they","will","go",2
"they","will","never",2
"they","will","work",2
"they","would","have",2
"they","would","know",2
"they","would","never",2
"theyll","have","to",2
"theyll","tell","you",2
"theyre","afraid","of",2
"theyre","looking","for",2
"theyve","turned","out",2
"thick","of","the",2
"thing","about","this",2
"thing","but","the",2
"thing","i","can",2
"thing","i","did",2
"thing","i","know",2
"thing","in","my",2
"thing","in","the",2
"thing","is","to",2
"thing","that","has",2
"thing","that","we",2
"thing","you","can",2
"things","and","he",2
"things","are","beginning",2
"things","are","looking",2
"things","did","not",2
"things","i","know",2
"things","i","really",2
"things","in","the",2
"things","on","my",2
"things","piling","uptime",2
"things","such","as",2
"things","that","are",2
"things","to","do",2
"things","to","the",2
"things","up","and",2
"things","you","do",2
"think","about","how",2
"think","he","was",2
"think","i","can",2
"think","i","will",2
"think","its","going",2
"think","its","time",2
"think","most","people",2
"think","much","of",2
"think","of","others",2
"think","of","the",2
"think","of","yourself",2
"think","pretty","much",2
"think","that","it",2
"think","that","that",2
"think","that","this",2
"think","that","would",2
"think","there","was",2
"think","they","will",2
"think","this","was",2
"think","we","all",2
"think","were","a",2
"think","what","we",2
"think","you","are",2
"think","you","do",2
"think","you","might",2
"think","you","need",2
"think","you","were",2
"third","on","a",2
"third","quarter","to",2
"this","a","little",2
"this","afternoon","with",2
"this","all","came",2
"this","and","the",2
"this","and","we",2
"this","blog","and",2
"this","blog","for",2
"this","book","and",2
"this","book","for",2
"this","book","i",2
"this","book","is",2
"this","coming","weekend",2
"this","content","is",2
"this","day","i",2
"this","day","the",2
"this","doesnt","mean",2
"this","evening","im",2
"this","fall","but",2
"this","group","has",2
"this","happens","to",2
"this","i","do",2
"this","i","was",2
"this","idea","to",2
"this","in","the",2
"this","is","also",2
"this","is","as",2
"this","is","crazy",2
"this","is","done",2
"this","is","for",2
"this","is","no",2
"this","is","nothing",2
"this","is","really",2
"this","is","that",2
"this","is","to",2
"this","is","true",2
"this","is","very",2
"this","is","worse",2
"this","it","was",2
"this","may","be",2
"this","mean","for",2
"this","moment","and",2
"this","month","in",2
"this","morning","for",2
"this","must","be",2
"this","never","happened",2
"this","on","the",2
"this","one","a",2
"this","one","but",2
"this","one","has",2
"this","one","i",2
"this","one","to",2
"this","past","spring",2
"this","past","weekend",2
"this","past","year",2
"this","photo","is",2
"this","place","was",2
"this","point","in",2
"this","point","we",2
"this","project","is",2
"this","recipe","to",2
"this","recipe","was",2
"this","report","did",2
"this","seems","like",2
"this","set","of",2
"this","side","of",2
"this","song","is",2
"this","sort","of",2
"this","space","over",2
"this","spring","and",2
"this","story","was",2
"this","the","way",2
"this","time","it",2
"this","time","its",2
"this","very","moment",2
"this","was","my",2
"this","was","one",2
"this","was","our",2
"this","website","comes",2
"this","week","at",2
"this","week","in",2
"this","weekend","is",2
"this","when","i",2
"this","world","is",2
"this","year","a",2
"this","year","as",2
"this","year","but",2
"this","year","by",2
"this","year","hes",2
"this","year","online",2
"this","year","so",2
"this","year","when",2
"this","you","can",2
"those","in","the",2
"those","of","the",2
"those","things","go",2
"those","type","of",2
"those","who","cant",2
"those","who","come",2
"those","who","do",2
"those","who","dont",2
"those","who","fear",2
"those","who","might",2
"those","who","need",2
"those","who","took",2
"those","who","will",2
"those","whom","youve",2
"though","can","be",2
"though","i","know",2
"though","it","has",2
"though","there","is",2
"though","they","were",2
"thought","about","the",2
"thought","he","could",2
"thought","he","was",2
